1952	1245.52
1953	1039.92
1954	1068.97
1955	1237.49
1956	1266.14
1957	1317.98
1958	1200.88
1959	1010.83
1960	1314.15
1961	1281.46
1962	1237.77
1963	1291.3
1964	1096.48
1965	1079.64
1966	1239.41
1967	1085.18
1968	1101.96
1969	1352.63
1970	1175.13
1971	1174.34
1972	1310.77
1973	995.899
1974	1160.35
1975	1297.88
1976	1128.09
1977	1361.86
1978	1187.33
1979	1087.14
1980	921.252
1981	1328.65
1982	1170.22
1983	1410.61
1984	836.269
1985	962.691
1986	1721.99
1987	1516.53
1988	1324.48
1989	1253.59
1990	1268.01
1991	1370.18
1992	1748.13
1993	1341.62
1994	979.461
1995	1069.7
1996	1884.03
1997	1466.33
1998	757.199
1999	997.973
2000	998.845
2001	1282.18
2002	1103.89
2003	940.682
2004	1289.61
2005	1181.99
2006	1257.37
2007	1212.27
2008	1230.53
2009	1149.58
2010	1125.41
2011	1277.38
2012	1374.44
2013	1195.78
2014	1233.54
2015	1291.38
2016	1284.6
2017	1107.93
2018	1339.55
2019	1258.55
2020	1305.29
2021	1298.75
2022	1216.4
2023	1115.87
2024	2128.88
2025	1142.39
2026	630.339
2027	1462.09
2028	1384.39
2029	1517.55
2030	1800.74
2031	1203.81
2032	1324.33
2033	929.55
2034	1354.26
2035	1933.01
2036	1166.63
2037	1208.47
2038	1366.85
2039	1217.58
2040	1458.71
2041	1131.47
2042	1199.76
2043	1619.79
2044	1258.25
2045	1707.65
2046	1403.78
2047	999.91
2246	1841.43
2247	2309.77
2248	2608.66
2249	2705.75
2250	2444.25
2251	2486.8
2260	2288.7
2261	2165.04
2262	2425.63
2263	2611.26
2264	2564.49
2265	2799.34
2278	2678.74
2279	2849.41
2280	2648.53
2281	2318.78
2282	2876.25
2283	2518.1
2299	2666.09
2300	2639.18
2301	2414.42
2302	2196.36
2303	2646.81
2322	2440.62
2323	2342.26
2324	2599.34
2325	2604.85
2326	2626.3
2347	2780.86
2348	2554.15
2349	2853.02
2350	2663.39
